RR,time
862,2023-04-13 11-09-40.056000
852,2023-04-13 11-09-40.908000
771,2023-04-13 11-09-41.679000
801,2023-04-13 11-09-42.480000
831,2023-04-13 11-09-43.311000
854,2023-04-13 11-09-44.165000
813,2023-04-13 11-09-44.978000
836,2023-04-13 11-09-45.814000
844,2023-04-13 11-09-46.658000
851,2023-04-13 11-09-47.509000
873,2023-04-13 11-09-48.382000
845,2023-04-13 11-09-49.227000
801,2023-04-13 11-09-50.028000
820,2023-04-13 11-09-50.848000
822,2023-04-13 11-09-51.670000
835,2023-04-13 11-09-52.505000
778,2023-04-13 11-09-53.283000
801,2023-04-13 11-09-54.084000
840,2023-04-13 11-09-54.924000
812,2023-04-13 11-09-55.736000
870,2023-04-13 11-09-56.606000
919,2023-04-13 11-09-57.525000
938,2023-04-13 11-09-58.463000
918,2023-04-13 11-09-59.381000
888,2023-04-13 11-10-00.269000
881,2023-04-13 11-10-01.150000
869,2023-04-13 11-10-02.019000
865,2023-04-13 11-10-02.884000
816,2023-04-13 11-10-03.700000
846,2023-04-13 11-10-04.546000
891,2023-04-13 11-10-05.437000
914,2023-04-13 11-10-06.351000
829,2023-04-13 11-10-07.180000
782,2023-04-13 11-10-07.962000
803,2023-04-13 11-10-08.765000
832,2023-04-13 11-10-09.597000
826,2023-04-13 11-10-10.423000
829,2023-04-13 11-10-11.252000
759,2023-04-13 11-10-12.011000
713,2023-04-13 11-10-12.724000
701,2023-04-13 11-10-13.425000
696,2023-04-13 11-10-14.121000
715,2023-04-13 11-10-14.836000
757,2023-04-13 11-10-15.593000
789,2023-04-13 11-10-16.382000
821,2023-04-13 11-10-17.203000
836,2023-04-13 11-10-18.039000
834,2023-04-13 11-10-18.873000
838,2023-04-13 11-10-19.711000
824,2023-04-13 11-10-20.535000
834,2023-04-13 11-10-21.369000
849,2023-04-13 11-10-22.218000
848,2023-04-13 11-10-23.066000
859,2023-04-13 11-10-23.925000
904,2023-04-13 11-10-24.829000
884,2023-04-13 11-10-25.713000
802,2023-04-13 11-10-26.515000
825,2023-04-13 11-10-27.340000
833,2023-04-13 11-10-28.173000
813,2023-04-13 11-10-28.986000
846,2023-04-13 11-10-29.832000
883,2023-04-13 11-10-30.715000
901,2023-04-13 11-10-31.616000
833,2023-04-13 11-10-32.449000
774,2023-04-13 11-10-33.223000
808,2023-04-13 11-10-34.031000
819,2023-04-13 11-10-34.850000
804,2023-04-13 11-10-35.654000
759,2023-04-13 11-10-36.413000
794,2023-04-13 11-10-37.207000
825,2023-04-13 11-10-38.032000
883,2023-04-13 11-10-38.915000
898,2023-04-13 11-10-39.813000
829,2023-04-13 11-10-40.642000
864,2023-04-13 11-10-41.506000
875,2023-04-13 11-10-42.381000
836,2023-04-13 11-10-43.217000
817,2023-04-13 11-10-44.034000
756,2023-04-13 11-10-44.790000
770,2023-04-13 11-10-45.560000
797,2023-04-13 11-10-46.357000
810,2023-04-13 11-10-47.167000
761,2023-04-13 11-10-47.928000
810,2023-04-13 11-10-48.738000
870,2023-04-13 11-10-49.608000
932,2023-04-13 11-10-50.540000
889,2023-04-13 11-10-51.429000
798,2023-04-13 11-10-52.227000
753,2023-04-13 11-10-52.980000
722,2023-04-13 11-10-53.702000
721,2023-04-13 11-10-54.423000
744,2023-04-13 11-10-55.167000
804,2023-04-13 11-10-55.971000
838,2023-04-13 11-10-56.809000
784,2023-04-13 11-10-57.593000
754,2023-04-13 11-10-58.347000
741,2023-04-13 11-10-59.088000
825,2023-04-13 11-10-59.913000
908,2023-04-13 11-11-00.821000
964,2023-04-13 11-11-01.785000
953,2023-04-13 11-11-02.738000
962,2023-04-13 11-11-03.700000
961,2023-04-13 11-11-04.661000
920,2023-04-13 11-11-05.581000
885,2023-04-13 11-11-06.466000
875,2023-04-13 11-11-07.341000
889,2023-04-13 11-11-08.230000
888,2023-04-13 11-11-09.118000
900,2023-04-13 11-11-10.018000
878,2023-04-13 11-11-10.896000
818,2023-04-13 11-11-11.714000
876,2023-04-13 11-11-12.590000
913,2023-04-13 11-11-13.503000
927,2023-04-13 11-11-14.430000
1015,2023-04-13 11-11-15.445000
943,2023-04-13 11-11-16.388000
946,2023-04-13 11-11-17.334000
979,2023-04-13 11-11-18.313000
1031,2023-04-13 11-11-19.344000
945,2023-04-13 11-11-20.289000
877,2023-04-13 11-11-21.166000
842,2023-04-13 11-11-22.008000
801,2023-04-13 11-11-22.809000
782,2023-04-13 11-11-23.591000
854,2023-04-13 11-11-24.445000
934,2023-04-13 11-11-25.379000
982,2023-04-13 11-11-26.361000
793,2023-04-13 11-11-27.154000
729,2023-04-13 11-11-27.883000
823,2023-04-13 11-11-28.706000
872,2023-04-13 11-11-29.578000
907,2023-04-13 11-11-30.485000
898,2023-04-13 11-11-31.383000
915,2023-04-13 11-11-32.298000
949,2023-04-13 11-11-33.247000
924,2023-04-13 11-11-34.171000
890,2023-04-13 11-11-35.061000
877,2023-04-13 11-11-35.938000
831,2023-04-13 11-11-36.769000
839,2023-04-13 11-11-37.608000
885,2023-04-13 11-11-38.493000
905,2023-04-13 11-11-39.398000
894,2023-04-13 11-11-40.292000
873,2023-04-13 11-11-41.165000
909,2023-04-13 11-11-42.074000
926,2023-04-13 11-11-43.000000
920,2023-04-13 11-11-43.920000
898,2023-04-13 11-11-44.818000
896,2023-04-13 11-11-45.714000
903,2023-04-13 11-11-46.617000
907,2023-04-13 11-11-47.524000
887,2023-04-13 11-11-48.411000
905,2023-04-13 11-11-49.316000
906,2023-04-13 11-11-50.222000
842,2023-04-13 11-11-51.064000
778,2023-04-13 11-11-51.842000
777,2023-04-13 11-11-52.619000
838,2023-04-13 11-11-53.457000
956,2023-04-13 11-11-54.413000
995,2023-04-13 11-11-55.408000
930,2023-04-13 11-11-56.338000
865,2023-04-13 11-11-57.203000
837,2023-04-13 11-11-58.040000
816,2023-04-13 11-11-58.856000
762,2023-04-13 11-11-59.618000
764,2023-04-13 11-12-00.382000
772,2023-04-13 11-12-01.154000
801,2023-04-13 11-12-01.955000
838,2023-04-13 11-12-02.793000
848,2023-04-13 11-12-03.641000
861,2023-04-13 11-12-04.502000
853,2023-04-13 11-12-05.355000
837,2023-04-13 11-12-06.192000
828,2023-04-13 11-12-07.020000
813,2023-04-13 11-12-07.833000
781,2023-04-13 11-12-08.614000
752,2023-04-13 11-12-09.366000
729,2023-04-13 11-12-10.095000
696,2023-04-13 11-12-10.791000
672,2023-04-13 11-12-11.463000
665,2023-04-13 11-12-12.128000
685,2023-04-13 11-12-12.813000
720,2023-04-13 11-12-13.533000
788,2023-04-13 11-12-14.321000
821,2023-04-13 11-12-15.142000
824,2023-04-13 11-12-15.966000
773,2023-04-13 11-12-16.739000
788,2023-04-13 11-12-17.527000
794,2023-04-13 11-12-18.321000
824,2023-04-13 11-12-19.145000
848,2023-04-13 11-12-19.993000
837,2023-04-13 11-12-20.830000
771,2023-04-13 11-12-21.601000
809,2023-04-13 11-12-22.410000
828,2023-04-13 11-12-23.238000
851,2023-04-13 11-12-24.089000
849,2023-04-13 11-12-24.938000
825,2023-04-13 11-12-25.763000
837,2023-04-13 11-12-26.600000
835,2023-04-13 11-12-27.435000
817,2023-04-13 11-12-28.252000
840,2023-04-13 11-12-29.092000
880,2023-04-13 11-12-29.972000
934,2023-04-13 11-12-30.906000
886,2023-04-13 11-12-31.792000
826,2023-04-13 11-12-32.618000
806,2023-04-13 11-12-33.424000
818,2023-04-13 11-12-34.242000
833,2023-04-13 11-12-35.075000
805,2023-04-13 11-12-35.880000
755,2023-04-13 11-12-36.635000
785,2023-04-13 11-12-37.420000
813,2023-04-13 11-12-38.233000
832,2023-04-13 11-12-39.065000
811,2023-04-13 11-12-39.876000
760,2023-04-13 11-12-40.636000
700,2023-04-13 11-12-41.336000
693,2023-04-13 11-12-42.029000
694,2023-04-13 11-12-42.723000
725,2023-04-13 11-12-43.448000
780,2023-04-13 11-12-44.228000
851,2023-04-13 11-12-45.079000
903,2023-04-13 11-12-45.982000
931,2023-04-13 11-12-46.913000
909,2023-04-13 11-12-47.822000
879,2023-04-13 11-12-48.701000
886,2023-04-13 11-12-49.587000
922,2023-04-13 11-12-50.509000
911,2023-04-13 11-12-51.420000
871,2023-04-13 11-12-52.291000
852,2023-04-13 11-12-53.143000
837,2023-04-13 11-12-53.980000
869,2023-04-13 11-12-54.849000
920,2023-04-13 11-12-55.769000
949,2023-04-13 11-12-56.718000
888,2023-04-13 11-12-57.606000
919,2023-04-13 11-12-58.525000
962,2023-04-13 11-12-59.487000
928,2023-04-13 11-13-00.415000
899,2023-04-13 11-13-01.314000
812,2023-04-13 11-13-02.126000
767,2023-04-13 11-13-02.893000
805,2023-04-13 11-13-03.698000
838,2023-04-13 11-13-04.536000
869,2023-04-13 11-13-05.405000
844,2023-04-13 11-13-06.249000
829,2023-04-13 11-13-07.078000
766,2023-04-13 11-13-07.844000
776,2023-04-13 11-13-08.620000
784,2023-04-13 11-13-09.404000
790,2023-04-13 11-13-10.194000
756,2023-04-13 11-13-10.950000
789,2023-04-13 11-13-11.739000
787,2023-04-13 11-13-12.526000
799,2023-04-13 11-13-13.325000
792,2023-04-13 11-13-14.117000
826,2023-04-13 11-13-14.943000
829,2023-04-13 11-13-15.772000
813,2023-04-13 11-13-16.585000
795,2023-04-13 11-13-17.380000
795,2023-04-13 11-13-18.175000
